word	source	identifier
Acetate	MESH	D000085
Acetoin	MESH	D000093
N-acetylgalactosamine	MESH	D000116
Adenine	MESH	D000225
Adenine Adenosine	MESH	D000225
Adenosine	MESH	D000241
Arginine	MESH	D001120
Asp	MESH	D001224
carbohydrates	MESH	D002241
Fructose	MESH	D005632
Glucose	MESH	D005947
Gln	MESH	D005973
Guanine Guanosine	MESH	D006147
Inosine	MESH	D007288
Mannose	MESH	D008358
Phe	MESH	D010649
Thr	MESH	D013912
Tyr	MESH	D014443
Uracil	MESH	D014498
Uracil Uridine	MESH	D014529
Val	MESH	D014633
Glu	MESH	D018698
Lactate	MESH	D019344
