word	type	identifier
D-Glyceraldehyde 3-phosphate	Chemical	MESH:D005986
Pyruvate	Chemical	MESH:D011773
D-xylulose 5-phosphate	Chemical	MESH:C031625
Dimethylallyl diphosphate	Chemical	MESH:C043060
Farnesyl diphosphate	Chemical	MESH:C004808
Erythrose-4-phosphate	Chemical	MESH:C026959
Phosphoenolpyruvate	Chemical	MESH:D010728
Hydroxybenzoate	Chemical	MESH:D062385
Decaprenyl	Chemical	MESH:C068697
Ubiquinone	Chemical	MESH:D014451
3-Polyprenyl-4-hydroxybenzoate	Chemical	MESH:C003188
2-Polyprenyl-6-hydroxyphenol	Chemical	MESH:C034221
2-Polyprenyl-6-methoxyphenol	Chemical	MESH:C011082
CoQ	Chemical	MESH:C028325
