word	source	identifier
NH	MESH	D000641
Tyrosine		
Dopamine	MESH	D004298
 NH	MESH	D000641
L-DOPA	MESH	D007980
6OMT	MESH	C060706
L-Tyrosine		
4-Hydroxyphenyl	MESH	C497826
pyruvate	MESH	D011773
Norcoclaurine	MESH	C012348
Coclaurine	MESH	C004690
acetaldehyde	MESH	D000079
(S)-N-Methyl	MESH	C023492
coclaurine	MESH	C004690
4OMT	MESH	C060706
(S)-3-Hydroxy	MESH	D013455
N-methylcoclaurine	MESH	D009584
Salutaridinol		
Salutaridine	MESH	C009270
NISO	MESH	C560447
Thebaine	MESH	D013797
Neopinone	MESH	C538738
Codeinone	MESH	C046414
Morphine	MESH	D009020
7-0-acetate	MESH	D000085
