word	type	identifier
Caffeine	Chemical	MESH:D002110
NADH	Chemical	MESH:D009243
Theophylline	Chemical	MESH:D013806
NAD	Chemical	MESH:D009243
Theobromine	Chemical	MESH:D013805
Parabromine	Chemical	NA
NADH	Chemical	MESH:D009243
3-methylxanthine	Chemical	MESH:C029703
7-methylxanthine	Chemical	MESH:C064273
NAD	Chemical	MESH:D009243
NADH NAD	Chemical	MESH:D009243
NADH	Chemical	MESH:D009243
NAD	Chemical	MESH:D009243
xanthine	Chemical	MESH:D019820
xanthine	Chemical	MESH:D019820
OHCU	Chemical	MESH:C510198
uric acid	Chemical	MESH:D014527
OHCU NH	Chemical	MESH:C510198
S-(+)-TMA	Chemical	MESH:C013344
