word	mesh	match	name	chebi
Fatty acids	NA	fatty acids	fatty acids	chebi:35366
Fatty acyl CoA	NA	Fatty acyl CoA	NA	chebi:37554
CTP	NA	CTP	CTP	chebi:37563
Citric acid	NA	CITRIC ACID	2-hydroxypropane-1,2,3-tricarboxylic acid	chebi:30769
ACC	NA	ACC	1-aminocyclopropane-1-carboxylate	chebi:30526
ROS	NA	ROS	NA	chebi:26523
CPT	NA	CPT	(4S)-4-ethyl-4-hydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione	chebi:27656
ATP	NA	ATP	ATP	chebi:30616
NADPH	NA	NADPH	2'-O-phosphonatoadenosine 5'-{3-[1-(3-carbamoyl-1,4-dihydropyridin-1-yl)-1,4-anhydro-D-ribitol-5-yl] diphosphate}	chebi:57783
Saturated fatty acids	NA	saturated fatty acids	NA	chebi:26607
Monounsaturated fatty acids	NA	monounsaturated fatty acids	NA	chebi:25413
