word	mesh	match	name	chebi
5-Phospho-alpha-D-ribose	mesh:C020857	NA	NA	NA
S-Phosphoribosylamine 1iohosphate	mesh:C008891	NA	NA	NA
Nurokanthine	NA	NA	NA	NA
Pyruvate	mesh:D011773	NA	NA	NA
Xanthosine 5-phosphate LGlutamine	mesh:C005893	NA	NA	NA
LAlanine	NA	NA	NA	NA
Ufeidoglycolateanthine	NA	NA	NA	NA
Deokyadenosindenine	NA	NA	NA	NA
phosphate	mesh:D010710	NA	NA	NA
L-Onihine	mesh:C025076	NA	NA	NA
Deakyguanosine	NA	NA	NA	NA
AMP	mesh:D000249	adenosine 5'-monophosphate	Adenosine Monophosphate	chebi:16027
Argininosuccinate	mesh:C042049	NA	NA	NA
L-APyrolneohydrony	mesh:C025076	NA	NA	NA
S-1-Pymolinescarbeaylata PHA2	mesh:C568742	NA	NA	NA
Purine	mesh:D011687	Purines	purines	chebi:26401
Arginine	mesh:D001127	Arginine Vasopressin	argipressin	chebi:34543
proline	mesh:C489032	Ile-Pro-Pro	isoleucyl-prolyl-proline	chebi:158716
2-(alpha-Hydroxyethyl)thiamine	mesh:C047467	NA	NA	NA
diphosphate	mesh:D011756	NA	NA	NA
Thiamin diphosphate	mesh:C047467	NA	NA	NA
CMP	mesh:D003568	Cytidine Monophosphate	cytidine 5'-monophosphate	chebi:17361
3-Uroidopropionate	mesh:C039620	NA	NA	NA
Acetolactate	mesh:C006359	NA	NA	NA
S-Acetyldihydrolipoamide	mesh:C051702	NA	NA	NA
Alanine	mesh:D000409	Alanine	alanine	chebi:16449
Cytidine	mesh:D003562	Cytidine	cytidine	chebi:17562
POHB	mesh:C109249	NA	NA	NA
OHB	mesh:C501453	NA	NA	NA
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
1-diphosphate	mesh:D011756	NA	NA	NA
S-Lactate	mesh:D019344	NA	NA	NA
Uridine	mesh:D014529	Uridine	uridine	chebi:16704
ADP	mesh:D000244	NA	NA	NA
Orotidine 5phosphatearbamoyl phosphate	mesh:C008714	NA	NA	NA
Phosphoenolpyruvate	mesh:D010728	Phosphoenolpyruvate	phosphoenolpyruvate	chebi:18021
L-Glutamine	NA	NA	NA	NA
Oxaloacetate	mesh:D010071	NA	NA	NA
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
Pyrimidine	mesh:C030986	NA	NA	NA
