word	mesh	match	name	chebi
UDP-galactose	mesh:D014531	UDP-D-galactose	Uridine Diphosphate Galactose	chebi:18307
Sucrose	mesh:D013395	Sucrose	sucrose	chebi:17992
UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
Myo-Inositol	mesh:C572459	NA	NA	NA
Myo-Inositol	mesh:C572459	NA	NA	NA
Galactinol	mesh:C013536	NA	NA	NA
Myo-Inositol	mesh:C572459	NA	NA	NA
Galactinol	mesh:C013536	NA	NA	NA
Myo-Inositol	mesh:C572459	NA	NA	NA
Galactinol	mesh:C013536	NA	NA	NA
Verbascose	mesh:C570815	verbascose	verbascose	chebi:28586
