word	source	identifier
Hexosamine	MESH	D006595
Glucosamine	MESH	D005944
Phosphate	MESH	D010710
UDP	MESH	D014530
GlucNAC	MESH	C061039
O	MESH	D013481
Glutamate		
Glucose	MESH	D005947
Glutamine	MESH	C578860
Fructose	MESH	D005632
6-Phosphate	MESH	D010710
6-Bisphosphate	MESH	C016473
Glyceraldehyde	MESH	D005985
ATP ADP	MESH	D000244
ADP	MESH	D000244
3-Phosphate	MESH	D010710
Dihydroxyacetone	MESH	D004098
phosphate	MESH	D010710
ZATP ZADP		
NAD 3-Phosphate	MESH	D009243
Serine	MESH	C047902
2NADH	MESH	D009243
Phosphoenolpyruvate	MESH	D010728
Pyruvate	MESH	D011773
Phosphohexose		
ZADP ZATP		
Triose phosphate	MESH	D014306
Glyceraldehyde 3-phosphate	MESH	D005986
Phosphoglycerate	MESH	C008885
