word	source	identifier
pyrimidines	MESH	C030986
ribulose-5-P	MESH	C100182
acetate	MESH	D000085
ALA	MESH	D000409
ARG	MESH	D001120
L-aspartate semialdehyde	MESH	D001224
biotin	MESH	D001710
CYS	MESH	D003545
fructose glycosamine mannose	MESH	D005632
fructose-6-P	MESH	D005632
glucose	MESH	D005947
glucose-6-P	MESH	D005947
glutathione	MESH	D005978
glyceraldehyde	MESH	D005985
heme	MESH	D006418
LEU	MESH	D007930
malate	MESH	D008293
PHE	MESH	D010649
SER PRO TYR	MESH	D011392
Pyruvate	MESH	D011773
pyruvate	MESH	D011773
ribose-5-P	MESH	D012266
SER	MESH	D012694
SER PRO TYR	MESH	D012694
thiamine	MESH	D013831
SER PRO TYR	MESH	D014443
TYR	MESH	D014443
VAL	MESH	D014633
lactate	MESH	D019344
