word	mesh	match	name	chebi
Glucosamine	NA	glucosamine	2-amino-2-deoxyglucose	chebi:5417
Glucose	NA	Glucose	aldehydo-D-glucose	chebi:42758
glucosamine	NA	glucosamine	2-amino-2-deoxyglucose	chebi:5417
glucosamine	NA	glucosamine	2-amino-2-deoxyglucose	chebi:5417
Acetyl	NA	acetyl	1-oxoethanido	chebi:40574
COASH	NA	CoASH	3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-sulfanylethyl)amino]propyl}amino)butyl] dihydrogen diphosphate}	chebi:15346
phospho	NA	phospho	dihydroxyphosphoryl	chebi:48108
COA	NA	CoA	3'-phosphonatoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-sulfanylethyl)amino]propyl}amino)butyl] diphosphate}	chebi:57287
Glucosamine	NA	glucosamine	2-amino-2-deoxyglucose	chebi:5417
Mannose	NA	mannose	manno-hexose	chebi:37684
Fructose-6-phosphate	NA	FRUCTOSE-6-PHOSPHATE	beta-D-fructofuranose 6-(dihydrogen phosphate)	chebi:16084
Pyruvate	NA	pyruvate	pyruvate	chebi:15361
acetyl	NA	acetyl	1-oxoethanido	chebi:40574
