word	mesh	match	name	doid
Hyper-igt syndrome	mesh:D053307	NA	NA	NA
Hyper-IgE syndrome	mesh:D007589	NA	NA	NA
AF	mesh:D001281	NA	NA	NA
AD	mesh:D000544	NA	NA	NA
Craniosynostosis	mesh:D003398	NA	NA	NA
Hyper-IgE syndrome	mesh:D007589	NA	NA	NA
Monica AD	mesh:D000544	NA	NA	NA
Craniosynostosis	mesh:D003398	NA	NA	NA
Stove-Wiedemann syndrome	mesh:D005409	NA	NA	NA
sweating syndrome	mesh:D013543	NA	NA	NA
AD	mesh:D000544	NA	NA	NA
Wiedemann syndrome	mesh:C537680	Genee-Wiedemann syndrome	postaxial acrofacial dysostosis	doid:0111259
Congenital anomalies	mesh:D000013	NA	NA	NA
Thrombocytopenie	NA	NA	NA	NA
cutaneous amyloidosis	mesh:C564461	NA	NA	NA
AD	mesh:D000544	NA	NA	NA
amyloidosis	mesh:D000686	NA	NA	NA
AD	mesh:D000544	NA	NA	NA
SIAN SLAT	NA	NA	NA	NA
