word	type	identifier
butyrate	Chemical	MESH:D002087
butyrate	Chemical	MESH:D002087
butyrate	Chemical	MESH:D002087
butyryl-CoA	Chemical	MESH:C024343
crotonyl	Chemical	MESH:C010701
3-hydroxybutyryl-CoA	Chemical	MESH:C030372
NADH	Chemical	MESH:D009243
acetoacetyl-CoA	Chemical	MESH:C010667
ATO	Chemical	MESH:C553022
acetyl-CoA	Chemical	MESH:D000105
butyryl	Chemical	MESH:C024343
NADH	Chemical	MESH:D009243
oxaloacetate	Chemical	MESH:D010071
AMP NAD	Chemical	MESH:D009243
AMP NAD	Chemical	MESH:D009243
citrate	Chemical	MESH:C102006
isocitrate	Chemical	MESH:D007523
glyoxylate	Chemical	MESH:D006038
citrate	Chemical	MESH:C102006
succinate-MFS succinate	Chemical	MESH:D013386
oxaloacetate	Chemical	MESH:D010071
acetyl-CoA	Chemical	MESH:D000105
MFS malate	Chemical	MESH:D008293
NADH	Chemical	MESH:D009243
pyruvate MPC	Chemical	MESH:C037754
acetaldehyde	Chemical	MESH:D000079
NADH	Chemical	MESH:D009243
NAD	Chemical	MESH:D009243
biotin CoA	Chemical	MESH:D001710
tricarboxylates-DTC	Chemical	MESH:C065579
acetate	Chemical	MESH:D000085
acetaldehyde	Chemical	MESH:D000079
pyruvate	Chemical	MESH:D011773
PDH	Chemical	MESH:C027714
acetyl-CoA	Chemical	MESH:D000105
TCA	Chemical	MESH:C000589078
tricarboxylate	Chemical	MESH:C028021
