word	type	identifier
Lactate	Chemical	MESH:D019344
Cystine Glu	Chemical	MESH:C030954
Cystine	Chemical	MESH:D003553
Nucleotide	Chemical	MESH:D009711
Nucleotide	Chemical	MESH:D009711
Lactate	Chemical	MESH:D019344
carbon	Chemical	MESH:D002244
Cys	Chemical	MESH:C046557
Asn	Chemical	MESH:C528802
GSH	Chemical	MESH:D005978
Asp	Chemical	MESH:C108952
Asp	Chemical	MESH:C108952
NADPH	Chemical	MESH:D009249
Arg	Chemical	MESH:C076685
Arg	Chemical	MESH:C076685
GMPS	Chemical	MESH:C066524
Amino acid	Chemical	MESH:D000596
Ser	Chemical	MESH:C530429
Polyamine	Chemical	MESH:D011073
Uric acid	Chemical	MESH:D014527
Glucose	Chemical	MESH:D005947
Uric acid	Chemical	MESH:D014527
Glucose	Chemical	MESH:D005947
Pyruvate	Chemical	MESH:D011773
Pyruvate	Chemical	MESH:D011773
Iron	Chemical	MESH:D007501
Iron	Chemical	MESH:D007501
Iron	Chemical	MESH:D007501
Iron	Chemical	MESH:D007501
Acetyl-CoA	Chemical	MESH:D000105
Iron	Chemical	MESH:D007501
TCA	Chemical	MESH:C000589078
Fatty acid	Chemical	MESH:D005227
Iron	Chemical	MESH:D007501
Sphingolipid	Chemical	MESH:D013107
Cholesterol	Chemical	MESH:D002784
Cholesterol	Chemical	MESH:D002784
Fe-S	Chemical	MESH:C111959
Iron	Chemical	MESH:D007501
Iron	Chemical	MESH:D007501
Iron	Chemical	MESH:D007501
Acyl-CoA	Chemical	MESH:D000214
Acyl-CoA	Chemical	MESH:D000214
