word	source	identifier
ubiquinones	MESH	D014451
Mevalonate	MESH	D008798
FPP	MESH	C039834
DMAPP	MESH	C043060
DMAPP isoprene	MESH	C043060
chlorophylls	MESH	D002734
tocopherols	MESH	D024505
phylloquinones plastoquinones	MESH	D010971
dolicholFPP	MESH	C039834
polyprenols	MESH	C015473
squalene	MESH	D013185
sesquiterpenes	MESH	D012717
phytosterols	MESH	D010840
germacrene A	MESH	C471077
o-epicederol	MESH	D010100
B-caryophyllene	MESH	C024714
B-farnesene	MESH	C062671
brassinosteroids	MESH	D060406
Artemisinin	MESH	D037621
