word	source	identifier
Ketones	MESH	D007659
Glucose	MESH	D005947
BHB	MESH	C045922
NADH	MESH	D009243
NAD	MESH	D009243
NADP	MESH	D009249
NADPH	MESH	D009249
Fructose	MESH	D005632
ATP	MESH	D000255
NADPH NADP	MESH	D009249
ADP	MESH	D000244
Ribulose	MESH	C100182
Glucose-6-P	MESH	D005947
phosphate	MESH	D010710
Dihydroacetone-P+Glyceraldehyde-3-P	MESH	D005985
NADGAPDH		
Malonyl CoA	MESH	D008316
Acyl CoA FA	MESH	D000214
NAD NADH	MESH	D009243
Pyruvate	MESH	D011773
Lactate	MESH	D019344
ATP ADP	MESH	D000244
Acyl CoA NAD	MESH	D000214
FAD	MESH	D005182
FADH	MESH	C058805
Citrate	MESH	C102006
TCA	MESH	C000589078
Aconitate	MESH	D000156
Isocitrate	MESH	D007523
NADIPH		
NADIP		
FAD NAD	MESH	D009243
Ca	MESH	D002118
Cr	MESH	D002857
