word	mesh	match	name	chebi
fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Eicosanoid	mesh:D015777	Eicosanoids	icosanoid	chebi:23899
9-cis-Retinoic acid	mesh:C103303	NA	NA	NA
9-cis-Retinoic acid	mesh:C103303	NA	NA	NA
Unsaturated acid	mesh:D005231	Fatty Acids, Unsaturated	unsaturated fatty acid	chebi:27208
9-cis-Retinoic acid	mesh:C103303	NA	NA	NA
fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Eicosanoid	mesh:D015777	Eicosanoids	icosanoid	chebi:23899
AMP	mesh:D000249	adenosine 5'-monophosphate	Adenosine Monophosphate	chebi:16027
Thiazolidine	mesh:D053778	NA	NA	NA
O	mesh:D013481	Superoxides	superoxide	chebi:18421
O	mesh:D013481	Superoxides	superoxide	chebi:18421
Al	mesh:D000535	NA	NA	NA
ACO	mesh:C034482	NA	NA	NA
Fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Cholesterol	mesh:D002784	Cholesterol	cholesterol	chebi:16113
Fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
Bile acid	mesh:D001647	NA	NA	NA
ketone	mesh:D007659	Ketones	ketone	chebi:17087
9-cis-Retinoic acid	mesh:C103303	NA	NA	NA
Glycerophospholipid	mesh:D020404	Glycerophospholipids	glycerophospholipid	chebi:37739
