word	mesh	match	name	chebi
Teichoic acid	mesh:D013682	Teichoic Acids	teichoic acid	chebi:30049
Glc	mesh:C105508	NA	NA	NA
UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
Phosphate	mesh:D010710	NA	NA	NA
GlcNAc	mesh:C097320	NA	NA	NA
Nucleotide	mesh:D009711	Nucleotides	nucleotide	chebi:36976
MurNAc	mesh:C031651	N-acetylmuramic acid	N-acetylmuramic acid	chebi:47965
ACA	mesh:C080444	NA	NA	NA
Amino acids	mesh:D000596	NA	NA	NA
TCA	mesh:C000589078	NA	NA	NA
MurNAC	mesh:C086501	NA	NA	NA
pentapeptide	mesh:C022782	NA	NA	NA
