word	mesh	match	name	chebi
KYNA	mesh:C548511	NA	NA	NA
KYN	mesh:C105630	NA	NA	NA
KYN	mesh:C105630	NA	NA	NA
KYN	mesh:C105630	NA	NA	NA
KYN	mesh:C105630	NA	NA	NA
KYNA	mesh:C548511	NA	NA	NA
KYN	mesh:C105630	NA	NA	NA
NAD	mesh:D009243	NAD	NAD(+)	chebi:15846
NAD	mesh:D009243	NAD	NAD(+)	chebi:15846
NAD	mesh:D009243	NAD	NAD(+)	chebi:15846
Adenylate	mesh:C017987	5'-acetylphosphoadenosine	acetyl adenylate	chebi:37666
Godine	NA	NA	NA	NA
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
NADH	mesh:D009243	NAD	NAD(+)	chebi:15846
KYN	mesh:C105630	NA	NA	NA
AMP	mesh:D000249	adenosine 5'-monophosphate	Adenosine Monophosphate	chebi:16027
TYR	mesh:C024558	NA	NA	NA
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
NTP	mesh:C065818	NA	NA	NA
NTP	mesh:C065818	NA	NA	NA
AMP	mesh:D000249	adenosine 5'-monophosphate	Adenosine Monophosphate	chebi:16027
DOPA	mesh:D007980	Levodopa	L-dopa	chebi:15765
AMP	mesh:D000249	adenosine 5'-monophosphate	Adenosine Monophosphate	chebi:16027
AMP	mesh:D000249	adenosine 5'-monophosphate	Adenosine Monophosphate	chebi:16027
AMP	mesh:D000249	adenosine 5'-monophosphate	Adenosine Monophosphate	chebi:16027
ADO	mesh:C110027	NA	NA	NA
ADO	mesh:C110027	NA	NA	NA
ADO-INO	mesh:C110027	NA	NA	NA
NO ADO-NO	mesh:C110027	NA	NA	NA
PGE2	mesh:D015232	Dinoprostone	prostaglandin E2	chebi:15551
PGE2	mesh:D015232	Dinoprostone	prostaglandin E2	chebi:15551
PGE2	mesh:D015232	Dinoprostone	prostaglandin E2	chebi:15551
PGE2	mesh:D015232	Dinoprostone	prostaglandin E2	chebi:15551
PGEZ	NA	NA	NA	NA
