word	mesh	match	name	chebi
Fructose	mesh:D005632	Fructose	fructose	chebi:28757
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Triglycerides	mesh:D014280	Triglycerides	triglyceride	chebi:17855
DHAP	mesh:C017202	NA	NA	NA
Citrate	mesh:C102006	NA	NA	NA
Malonyl-CoA	mesh:D008316	Malonyl Coenzyme A	malonyl-CoA	chebi:15531
TCA	mesh:C000589078	NA	NA	NA
Acetyl	mesh:C011632	NA	NA	NA
1,3-P2-glycerate	mesh:C005156	NA	NA	NA
UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
Pyruvate	mesh:D011773	NA	NA	NA
Oxaloacetate	mesh:D010071	NA	NA	NA
3-P-glycerate	mesh:C005156	NA	NA	NA
Lactate	mesh:D019344	NA	NA	NA
Phosphoenolpyruvate	mesh:D010728	Phosphoenolpyruvate	phosphoenolpyruvate	chebi:18021
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
