word	source	identifier
Ferulic acid	MESH	C004999
Isescutellarein 7-xyloside	MESH	C010807
Cinnamic acid	MESH	C029010
Methyl jasmonate	MESH	C072239
Sinapic acid	MESH	C073734
Licoisoflavone A	MESH	C446243
Saponarin	MESH	C457771
6-Prenylnaringenin	MESH	C521871
Syringetin	MESH	C546494
Arginine	MESH	D001120
Asparagine	MESH	D001216
Aspartate	MESH	D001224
Caffeic acid	MESH	D002109
Flavonoids	MESH	D005419
Fumarate	MESH	D005650
Gluconate	MESH	D005942
Glucose	MESH	D005947
O-glucoside	MESH	D005960
Glutamine	MESH	D005973
Histidine	MESH	D006639
Isocitrate	MESH	D007523
Isoleucine	MESH	D007532
Oxoglutarate	MESH	D007656
Lysine	MESH	D008239
Threonine Methionine	MESH	D008715
Mevalonate	MESH	D008798
oxaloacetate	MESH	D010071
Tyrosine Phenylalanine	MESH	D010649
Putrescine	MESH	D011700
Pyroglutamic acid	MESH	D011761
Pyruvate	MESH	D011773
rutinoside	MESH	D012431
Sesquiterpenes	MESH	D012717
Spermine	MESH	D013096
Stearate	MESH	D013228
Succinate	MESH	D013386
Threonine Methionine	MESH	D013912
Tyrosine Phenylalanine	MESH	D014443
Glutamate	MESH	D018698
