word	type	identifier
13-L-Hydropyincleic acid	Chemical	MESH:C513342
LOC103344623	Chemical	MESH:C492399
Alpha-corghecolic acid	Chemical	MESH:C002934
LOC103344624	Chemical	MESH:C492399
Linoleic acid	Chemical	MESH:D008041
LOC103327618	Chemical	MESH:C492399
8(R)-Hydroperlinoleic acid	Chemical	MESH:C016718
LOC103327618	Chemical	MESH:C492399
Linoleate	Chemical	MESH:D019787
LOC103344624	Chemical	MESH:C492399
Linoleate	Chemical	MESH:D019787
Linoleate S	Chemical	MESH:D019787
LOC103344623	Chemical	MESH:C492399
Linoleate	Chemical	MESH:D019787
L Hydroperoxynoleic acid	Chemical	NA
Alpha-demorphecolic acid	Chemical	MESH:C002934
9-OOODE	Chemical	MESH:C070441
Gamma-Linolenic	Chemical	MESH:D017965
Arachidonate	Chemical	MESH:C035723
Hydroperosylinoleic acid	Chemical	MESH:D000596
