word	source	identifier
Pyruvate	MESH	D011773
D-Glyceraldehyde 3-phosphate	MESH	D005986
phosphate	MESH	D010710
DOXP	MESH	C120117
2C-methyl-D-erythritol 4-phosphate	MESH	C114232
4-diphosphocytidyl-2C-methyl D-erythritol	MESH	C400182
(CDP-ME)	MESH	D003565
4-diphosphocytidyl-2C-methyl D-erythritol 2-phosphate	MESH	C406803
CDP-ME2P	MESH	D003565
2C-methyl-D-erythritol 2,4-cyclodiphosphate	MESH	C443879
Isopentenyl Pyrophosphate	MESH	C004809
Dimethylallyl Pyrophosphate	MESH	C043060
DMAPP	MESH	C043060
Geranylgeranyl Pyrophosphate	MESH	C002963
