word	mesh	match	name	chebi
Inosine	mesh:D007288	Inosine	inosine	chebi:17596
Adenosine	mesh:D000241	Adenosine	adenosine	chebi:16335
Adenine	mesh:D000225	Adenine	adenine	chebi:16708
hupoxanthine	NA	NA	NA	NA
AMPD	mesh:C407725	NA	NA	NA
AMP	mesh:D000249	adenosine 5'-monophosphate	Adenosine Monophosphate	chebi:16027
2-dADP	mesh:C414437	NA	NA	NA
2-dAMP	mesh:C119077	NA	NA	NA
2-deoxyadenosine	mesh:C058118	NA	NA	NA
NH2	mesh:D000641	Ammonia	ammonia	chebi:16134
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
3-dADP	mesh:D000244	NA	NA	NA
ADP	mesh:D000244	NA	NA	NA
3-dAMP	mesh:C119077	NA	NA	NA
3-deoxyadenosine	mesh:C058120	NA	NA	NA
