word	mesh	match	name	chebi
EtOH	mesh:C118017	NA	NA	NA
kaempferol	mesh:D044949	NA	NA	NA
quercetin	mesh:D011794	Quercetin	quercetin	chebi:16243
ellagic acid	mesh:D004610	Ellagic Acid	ellagic acid	chebi:4775
kaempferol-3-o-glucoside	mesh:C511963	NA	NA	NA
EtOH	mesh:C118017	NA	NA	NA
Ellagic acid	mesh:D004610	Ellagic Acid	ellagic acid	chebi:4775
kaempferol-3-o-glucoside	mesh:C511963	NA	NA	NA
Calcium	mesh:D002118	Calcium	calcium atom	chebi:22984
EtOH	mesh:C118017	NA	NA	NA
verapamil	mesh:D014700	Verapamil	verapamil	chebi:9948
kaempferol	mesh:D044949	NA	NA	NA
quercetin	mesh:D011794	Quercetin	quercetin	chebi:16243
ellagic acid	mesh:D004610	Ellagic Acid	ellagic acid	chebi:4775
luteolin	mesh:D047311	Luteolin	luteolin	chebi:15864
kaempferol-3-o-glucoside	mesh:C511963	NA	NA	NA
