word	source	identifier
Brite	MESH	C009096
Carbohydrate	MESH	D002241
carbohydrate	MESH	D002241
Pyruvate	MESH	D011773
pyruvate	MESH	D011773
acetyl-CoA	MESH	D000105
ribose	MESH	D012266
glucose	MESH	D005947
Fe	MESH	D007501
SApine		
Nucleotide	MESH	D009711
sugar	MESH	D002241
galactose	MESH	D005690
UDP-galactose	MESH	D014531
MO0741	MESH	C031843
propanoyl-CoA	MESH	C417902
succinyl-CoA (4)	MESH	C012046
vitamins	MESH	C059630
vitamin	MESH	C059630
Tetrahydrobiopterin	MESH	C003402
BH4	MESH	C006008
glycine	MESH	D005998
heme	MESH	D006418
 Me peotoporphyin	MESH	C526611
K01698	MESH	D011188
K01719	MESH	D011188
NO1763	MESH	C109704
