word	source	identifier
NADPH	MESH	D009249
Dihydrofolate	MESH	C010920
Glycine	MESH	D005998
NAD	MESH	D009243
H20	MESH	D006859
NADP	MESH	D009249
DUMP	MESH	C013064
NADH	MESH	D009243
H	MESH	D006859
5,10-Methylene	MESH	D008752
Tetrahydrofolate	MESH	D013763
THF	MESH	C006461
Tetrahydropteroyl-L-glutamate		
PteGlu	MESH	C042658
Serine	MESH	C047902
N	MESH	D009584
5,10-Methenyl-THF	MESH	C006461
Methionine	MESH	D008715
HN	MESH	C009802
5-Methyl-THF	MESH	C006461
NH	MESH	D000641
Homocysteine	MESH	D006710
Formyl-THF	MESH	C006461
S-Adenosyl-L-methionine	MESH	C468227
SAM	MESH	C455845
ADP	MESH	D000244
P	MESH	D010695
Methyl	MESH	C031105
CO2	MESH	D002245
Formate	MESH	D005561
Adenosine	MESH	D000241
S-Adenosyl-L-homocysteine	MESH	C052343
