word	mesh	match	name	chebi
4,4-dimethylzymosterol	mesh:C013499	14-demethyllanosterol	4,4-dimethyl-5-alpha-cholesta-(8,24)-dien-3-beta-ol	chebi:18364
Zymosterol	mesh:C015582	NA	NA	NA
Fecosterol	mesh:C039241	fecosterol	fecosterol	chebi:17038
Episterol	mesh:C060242	episterol	episterol	chebi:23929
Ergosterol	mesh:D004875	Ergosterol	ergosterol	chebi:16933
Erg11p-lanosterol	mesh:D007810	Lanosterol	lanosterol	chebi:16521
Lanosterol	mesh:D007810	Lanosterol	lanosterol	chebi:16521
Erglp-squalene	mesh:D013185	Squalene	squalene	chebi:15440
Squalene	mesh:D013185	Squalene	squalene	chebi:15440
squalene	mesh:D013185	Squalene	squalene	chebi:15440
Erg25p-sterol	mesh:D013261	Sterols	sterol	chebi:15889
Erg2p-sterol	mesh:D013261	Sterols	sterol	chebi:15889
Erg3p-sterol C5	mesh:D013261	Sterols	sterol	chebi:15889
sterol	mesh:D013261	Sterols	sterol	chebi:15889
