word	source	identifier
Pentose phosphate	MESH	D010429
Benzoxazinoids	MESH	D048588
DIBOA-Glucoside	MESH	C104846
Indole	MESH	C030374
DIMBOA-Glucoside	MESH	C050733
Phenylalanine	MESH	C119108
Rutin	MESH	D012431
Syringetin-3-0-glucoside	MESH	C546494
Cinnamate	MESH	D002934
Kaempferol-3-0-rutinoside	MESH	C492687
Quercetin 3,7-dimethyl ether	MESH	C065497
4-Coumarate	MESH	C573280
7-Pentahydroxyflavan	MESH	C544618
4-Coumaroyl-CoA	MESH	C058644
Quercetin-3,4-0-di-beta-glucopyranoside	MESH	C466505
Flavonoids	MESH	D005419
