word	mesh	match	name	chebi
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Ribose-5-Phosphate	mesh:C031626	ribose phosphate	ribose-5-phosphate	chebi:26562
Erythrose-4-Phosphate	mesh:C026959	NA	NA	NA
Aromatic amino acids	mesh:D065105	Aromatic Amino Acid Decarboxylase Inhibitors	EC 4.1.1.28 (aromatic-L-amino-acid decarboxylase) inhibitor	chebi:59321
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
Glucose-6-Phosphate	mesh:D019298	NA	NA	NA
NADPH	mesh:D009249	NA	NA	NA
Glutathione	mesh:D005978	Glutathione	glutathione	chebi:16856
S-Adenosyl	mesh:C016207	NA	NA	NA
Methionine	mesh:D008715	NA	NA	NA
Fructose-6-Phosphate	mesh:C027618	NA	NA	NA
Carbon	mesh:D002244	Carbon	carbon atom	chebi:27594
Fructose-1,6-bisphosphate	mesh:C029063	keto-D-fructose 1,6-bisphosphate	fructose-1,6-diphosphate	chebi:16905
dTMP	mesh:C113124	NA	NA	NA
Glyceraldehyde-3-phosphate	mesh:D005986	Glyceraldehyde 3-Phosphate	glyceraldehyde 3-phosphate	chebi:17138
3-phosphohydroxypyruvate	mesh:C012488	3-phosphonooxypyruvic acid	phosphohydroxypyruvic acid	chebi:30933
3-phosphoserine serine	mesh:C116995	NA	NA	NA
glycine	mesh:D005998	Glycine	glycine	chebi:15428
Porphyrins	mesh:D011166	Porphyrins	porphyrins	chebi:26214
1,3-bisphosphoglycerate	mesh:C015891	NA	NA	NA
3-phosphoglycerate	mesh:C005156	NA	NA	NA
Glutamate	NA	NA	NA	NA
Cystathionine NH4+	mesh:D003540	Cystathionine	cystathionine	chebi:17755
CO2	mesh:D002245	Carbon Dioxide	carbon dioxide	chebi:16526
NADH	mesh:D009243	NAD	NAD(+)	chebi:15846
H	mesh:D006859	Hydrogen	dihydrogen	chebi:18276
Glutamine	mesh:C578860	Arg-Gln	arginyl-glutamine	chebi:73813
2-phosphoglycerate	mesh:C008885	NA	NA	NA
Phosphoenolpyruvate	mesh:D010728	Phosphoenolpyruvate	phosphoenolpyruvate	chebi:18021
pyruvate	mesh:D011773	NA	NA	NA
TCA	mesh:C000589078	NA	NA	NA
lactate	mesh:D019344	NA	NA	NA
