word	mesh	match	name	doid
carcinoma	NA	carcinoma	carcinoma	DOID:305
Melanoma	NA	melanoma	melanoma	DOID:1909
Melanoma	NA	melanoma	melanoma	DOID:1909
carcinoma	NA	carcinoma	carcinoma	DOID:305
Glioblastoma	NA	glioblastoma	glioblastoma	DOID:3068
Glioblastoma	NA	glioblastoma	glioblastoma	DOID:3068
adenocarcinoma	NA	adenocarcinoma	adenocarcinoma	DOID:299
cancer	NA	cancer	cancer	DOID:162
Osteosarcoma	NA	osteosarcoma	osteosarcoma	DOID:3347
Osteosarcoma	NA	osteosarcoma	osteosarcoma	DOID:3347
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
Pancreatic cancer	NA	pancreatic cancer	pancreatic cancer	DOID:1793
Colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Breast cancer	NA	breast cancer	breast cancer	DOID:1612
Renal cell carcinoma	NA	renal cell carcinoma	renal cell carcinoma	DOID:4450
