word	mesh	match	name	chebi
Pyrimidines	mesh:C030986	NA	NA	NA
DHO DHODH GSH GSSG	mesh:D019803	Glutathione Disulfide	glutathione disulfide	chebi:17858
NADH	mesh:D009243	NAD	NAD(+)	chebi:15846
NAD(P)H	mesh:D009243	NAD	NAD(+)	chebi:15846
TOH	mesh:C509411	NA	NA	NA
NAD	mesh:D009243	NAD	NAD(+)	chebi:15846
Glutamate	NA	NA	NA	NA
Methionine	mesh:D008715	NA	NA	NA
Cystine	mesh:D003553	Cystine	cystine	chebi:17376
Cysteine	mesh:D003545	Cysteine	cysteine	chebi:15356
GSH	mesh:D005978	Glutathione	glutathione	chebi:16856
Selenocysteine	mesh:D017279	NA	NA	NA
GSSG	mesh:D019803	Glutathione Disulfide	glutathione disulfide	chebi:17858
