word	mesh	match	name	chebi
8-carotene	mesh:D002338	Carotenoids	carotenoid	chebi:23044
carotene	mesh:D002338	Carotenoids	carotenoid	chebi:23044
Lutein	mesh:D014975	Lutein	lutein	chebi:28838
Phytoene	mesh:C100185	NA	NA	NA
Z-ISO	mesh:D007545	Isoproterenol	isoprenaline	chebi:64317
Lycopene	mesh:C015329	NA	NA	NA
carotene	mesh:D002338	Carotenoids	carotenoid	chebi:23044
carotene	mesh:D002338	Carotenoids	carotenoid	chebi:23044
Neoxanthin	mesh:C011947	NA	NA	NA
carotene	mesh:D002338	Carotenoids	carotenoid	chebi:23044
carotene	mesh:D002338	Carotenoids	carotenoid	chebi:23044
RAP	mesh:C052497	NA	NA	NA
