word	type	identifier
Phenylpropanoid	Chemical	MESH:C520402
Malonyl-CoA	Chemical	MESH:D008316
p-coumaroyl-CoA	Chemical	MESH:C058644
Chalcone	Chemical	MESH:D047188
CHI	Chemical	MESH:C084533
Flavanone	Chemical	MESH:D044950
Dihydroflavonol	Chemical	MESH:C436146
Leucoanthocyanidin	Chemical	MESH:D000872
Anthocyanidin	Chemical	MESH:D000872
Anthocyanin	Chemical	MESH:D000872
Flavonol	Chemical	MESH:D044948
Catechin	Chemical	MESH:D002392
Epicatechin	Chemical	MESH:D002392
Proanthocyanidin	Chemical	MESH:D044945
