word	mesh	match	name	chebi
SAM	NA	SAM	[(3S)-3-amino-3-carboxylatopropyl](5'-deoxyadenosin-5'-yl)(methyl)sulfonioacetate	chebi:67040
SAH	NA	SAH	S-(5'-deoxyadenosin-5'-yl)-L-homocysteine	chebi:16680
Xanthosine	NA	xanthosine	xanthosine	chebi:18107
7-Methylxanthosine	NA	7-methylxanthosine	7-methylxanthosine	chebi:49310
Ribose	NA	ribose	D-ribose	chebi:47013
7-Methylxanthine	NA	7-methylxanthine	7-methylxanthine	chebi:48991
SAH	NA	SAH	S-(5'-deoxyadenosin-5'-yl)-L-homocysteine	chebi:16680
SAM	NA	SAM	[(3S)-3-amino-3-carboxylatopropyl](5'-deoxyadenosin-5'-yl)(methyl)sulfonioacetate	chebi:67040
Caffeine	NA	caffeine	caffeine	chebi:27732
Theobromine	NA	theobromine	theobromine	chebi:28946
SAM	NA	SAM	[(3S)-3-amino-3-carboxylatopropyl](5'-deoxyadenosin-5'-yl)(methyl)sulfonioacetate	chebi:67040
SAH	NA	SAH	S-(5'-deoxyadenosin-5'-yl)-L-homocysteine	chebi:16680
