word	mesh	match	name	chebi
Methylglucose	mesh:C027020	NA	NA	NA
6-NBDG	mesh:C045400	NA	NA	NA
2-NBDG-6-P	mesh:C045400	NA	NA	NA
FDG-6-P	mesh:C047515	NA	NA	NA
2-NBDG-2-NBDG-6-P	mesh:C098340	NA	NA	NA
Acetylcholine	mesh:D000109	Acetylcholine	acetylcholine	chebi:15355
Alanine	mesh:D000409	Alanine	alanine	chebi:16449
lamino acid	mesh:D000596	NA	NA	NA
aspartate	mesh:D001224	NA	NA	NA
Asp	mesh:D001224	NA	NA	NA
carbohydrate	mesh:D002241	Carbohydrates	carbohydrate	chebi:16646
carbohydrates	mesh:D002241	Carbohydrates	carbohydrate	chebi:16646
Deoxyglucose	mesh:D003847	Deoxyglucose	2-deoxy-D-glucose	chebi:15866
FAD	mesh:D005182	Flavin-Adenine Dinucleotide	FAD	chebi:16238
GABA	mesh:D005680	gamma-Aminobutyric Acid	gamma-aminobutyric acid	chebi:16865
galactose	mesh:D005690	Galactose	galactose	chebi:28260
Glucosamine	mesh:D005944	Glucosamine	glucosamine	chebi:5417
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Glutamine	mesh:D005973	Glutamine	glutamine	chebi:28300
Glycine	mesh:D005998	Glycine	glycine	chebi:15428
mannose	mesh:D008358	Mannose	D-mannopyranose	chebi:4208
phosphate	mesh:D010710	NA	NA	NA
Pyruvate	mesh:D011773	NA	NA	NA
pyruvate	mesh:D011773	NA	NA	NA
L-Serine	mesh:D012694	Serine	L-serine	chebi:17115
D-Serine	mesh:D012694	Serine	L-serine	chebi:17115
sialic acid	mesh:D012794	sialic acid	Sialic Acids	chebi:26667
triose	mesh:D014306	Trioses	triose	chebi:27137
Glutamate	mesh:D018698	NA	NA	NA
Glu	mesh:D018698	NA	NA	NA
Lactate	mesh:D019344	NA	NA	NA
