word	source	identifier
D-Mannitol	MESH	D008353
Sucrose	MESH	D013395
Fructose	MESH	D005632
D-Fructose	MESH	D005632
D-Mannose	MESH	D008358
GDP-D-Mannose	MESH	D006155
1,4-B-Mannan	MESH	D008351
D-Fructose-6P	MESH	D005632
D-Mannose-6P	MESH	D008358
Mannose	MESH	D008358
Glycerone	MESH	C003037
Didydroxy acetone	MESH	D000096
Glyceraldehyde	MESH	D005985
Glucose	MESH	D005947
D-Glucose	MESH	D005947
Sn-Glycerol-3P	MESH	C063388
Glycerol	MESH	D005990
1-Acyl-sn-glycerol-3P	MESH	C032881
Phosphoenolpyruvate	MESH	D010728
D-Ribulose-5P	MESH	C100182
2-Diacyl-sn-glycerol-3P	MESH	C411808
Ribose	MESH	D012266
D-Ribose	MESH	D012266
UDP	MESH	D014530
D-Glucono	MESH	C106477
1,5-lactone-6P	MESH	D007783
Trehalose	MESH	D014199
Oxaloacetate	MESH	D010071
TCA	MESH	C000589078
D-Gluconate-6P	MESH	C030691
2-Dehydro-3-deoxy	MESH	C036137
Succinate	MESH	D013386
Citrate	MESH	C102006
OH A	MESH	C031356
D-Gluconate	MESH	C030691
2-Nudroxyethy	MESH	C021591
S-Acetyl-dihydrolipoamide	MESH	C007409
Acetaldehyde Dihydrolipoamide-E Acetyl	MESH	C007409
Acetate	MESH	D000085
D-Glucono-1,5-lactone	MESH	C106477
Acetyladenylate	MESH	C017987
Acetyl phosphate	MESH	C011632
Ethanol	MESH	D000431
961ITE	MESH	C495410
