word	source	identifier
FADH	MESH	C058805
NADH	MESH	D009243
NADPH	MESH	D009249
ATP	MESH	D000255
LEU	MESH	C080984
Acetyl-CoA	MESH	D000105
Propanoyl	MESH	C417902
Pyruvate	MESH	D011773
NAD(P)H	MESH	D009243
OAA	MESH	C000588452
(S)-MethyImalonyl-COA	MESH	C479798
Malate	MESH	D008293
Citrate	MESH	C102006
Serine	MESH	C047902
TCA	MESH	C000589078
Glycine	MESH	D005998
Succinyl-CoA	MESH	C012046
Ornithine ATP	MESH	D000255
ALA	MESH	C114767
Ornithine	MESH	C008973
Glyoxylate	MESH	D006038
Glutamate		
Glutamine	MESH	C578860
GSH	MESH	D005978
GSSG	MESH	D019803
NAD	MESH	D009243
PIH	MESH	C113533
