word	mesh	match	name	chebi
Acetic	mesh:D019342	NA	NA	NA
Acetic Acetate Acetaldehyde	mesh:D000079	Acetaldehyde	acetaldehyde	chebi:15343
Acetate	mesh:D000085	Acetates	acetate ester	chebi:47622
Acyl	mesh:D000214	NA	NA	NA
AcetylCoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
OAA	mesh:C000588452	NA	NA	NA
Ethanol	mesh:D000431	Ethanol	ethanol	chebi:16236
TCA	mesh:C000589078	NA	NA	NA
Ethanol Fructose	mesh:D005632	Fructose	fructose	chebi:28757
Sucrose	mesh:D013395	Sucrose	sucrose	chebi:17992
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
NADH	mesh:D009243	NAD	NAD(+)	chebi:15846
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
Glucose Gluconic	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Glc-6-P	mesh:C089452	NA	NA	NA
Glc	mesh:C105508	NA	NA	NA
UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
c-di-GMP	mesh:C062025	NA	NA	NA
