word	mesh	match	name	doid
Psoriasis	NA	psoriasis	psoriasis	DOID:8893
Acne	NA	acne	acne	DOID:6543
Melanoma	NA	melanoma	melanoma	DOID:1909
disease	NA	disease	disease	DOID:4
disease	NA	disease	disease	DOID:4
Glioblastoma	NA	glioblastoma	glioblastoma	DOID:3068
Melanoma	NA	melanoma	melanoma	DOID:1909
Multiple sclerosis	NA	multiple sclerosis	multiple sclerosis	DOID:2377
Parkinsons disease	NA	Parkinson's disease	Parkinson's disease	DOID:14330
Alzheimers disease	NA	Alzheimer's disease	Alzheimer's disease	DOID:10652
