word	mesh	match	name	chebi
ATP	NA	ATP	ATP	chebi:30616
D-ribose	NA	D-ribose	D-ribose	chebi:47013
PPi	NA	PPI	NA	chebi:60614
ADP	NA	ADP	L-alanyl-L-alpha-aspartyl-L-proline	chebi:73342
NAMPT	NA	Nampt	NA	chebi:195368
NMN	NA	NMN	3-carbamoyl-1-[5-O-(hydroxyphosphinato)-beta-D-ribofuranosyl]pyridinium	chebi:16171
PRPP	NA	PRPP	5-O-phosphono-alpha-D-ribofuranose 1-(trihydrogen diphosphate)	chebi:17111
NAD+	NA	NAD+	adenosine 5'-{3-[1-(3-carbamoylpyridinio)-1,4-anhydro-D-ribitol-5-yl] dihydrogen diphosphate}	chebi:15846
NADH	NA	NADH	adenosine 5'-{3-[1-(3-carbamoyl-1,4-dihydropyridin-1-yl)-1,4-anhydro-D-ribitol-5-yl] diphosphate}	chebi:57945
Glu	NA	Glu	2-aminopentanedioic acid	chebi:18237
NAMPT	NA	Nampt	NA	chebi:195368
