word	mesh	match	name	chebi
Na	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
NaK	mesh:D011188	Potassium	potassium atom	chebi:26216
Na	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
Phosphate	mesh:D010710	NA	NA	NA
Na	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
Na	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
Na	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
Phosphate	mesh:D010710	NA	NA	NA
Na	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
Na	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
Phosphate	mesh:D010710	NA	NA	NA
