word	mesh	match	name	chebi
Citrate	mesh:C102006	NA	NA	NA
Isocitrate	mesh:D007523	NA	NA	NA
NADP	mesh:D009249	NA	NA	NA
NADPH	mesh:D009249	NA	NA	NA
ketoglutarate	mesh:C029743	NA	NA	NA
NADRH	NA	NA	NA	NA
Ivosidenib	NA	NA	NA	NA
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
DON	mesh:C043247	NA	NA	NA
TCA	mesh:C000589078	NA	NA	NA
NADH	mesh:D009243	NAD	NAD(+)	chebi:15846
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
Pyruvate	mesh:D011773	NA	NA	NA
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
Citrate Acetyl	mesh:C102006	NA	NA	NA
TCA a-ketoglutarate	mesh:C029743	NA	NA	NA
Metformin	mesh:D008687	Metformin	metformin	chebi:6801
Phenformin	mesh:D010629	Phenformin	phenformin	chebi:8064
IACS-010759	NA	NA	NA	NA
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
ADP	mesh:D000244	NA	NA	NA
Fumarate	mesh:D005650	NA	NA	NA
NAD	mesh:D009243	NAD	NAD(+)	chebi:15846
Pentose phophate	mesh:D010429	Pentoses	pentose	chebi:25901
