word	source	identifier
folate	MESH	D005492
5,10-Methenyl	MESH	C018092
pyrimidine	MESH	C030986
Vitamin B2	MESH	D025101
formyl THF	MESH	C006461
5,10-Methylene THF	MESH	C006461
Vitamin B12	MESH	D014805
5-Methyl	MESH	C031105
Vitamin B6	MESH	D025101
bimethylglycine		
Formyl	MESH	C053858
methenyl	MESH	C018092
homocysteine	MESH	D006710
Homocysteine	MESH	D006710
methylene	MESH	D008752
Vitamin	MESH	C059630
Glycine	MESH	D005998
Methionine	MESH	D008715
Serine	MESH	C047902
Cystathionine	MESH	D003540
purine	MESH	D011687
Cysteine	MESH	D003545
CH	MESH	C103208
