word	source	identifier
GSH	MESH	D005978
GSSG	MESH	D019803
Fructose	MESH	D005632
Sorbitol	MESH	D013012
Glucose	MESH	D005947
NAO	MESH	C041691
H	MESH	D006859
6-phosphogluconolactone	MESH	C114004
6-phosphogluconate	MESH	C008884
NAD	MESH	D009243
Glucose-6-P	MESH	D005947
NADH	MESH	D009243
Fructose-6-P	MESH	D005632
Xylulose-5-P	MESH	D014996
Ribulose-5-P	MESH	C100182
Ribonucleotides	MESH	D012265
Fructose-1-P	MESH	D005632
Fructose-1,6-BP	MESH	D005632
Glyceraldehyde	MESH	D005985
Ribose-5-P	MESH	D012266
Pyruvate	MESH	D011773
