word	mesh	match	name	chebi
Taurine	mesh:D013654	Taurine	taurine	chebi:15891
Taurine	mesh:D013654	Taurine	taurine	chebi:15891
sulfate	mesh:D013431	Sulfates	inorganic sulfate salt	chebi:24840
sulfate	mesh:D013431	Sulfates	inorganic sulfate salt	chebi:24840
Sulfate	mesh:D013431	Sulfates	inorganic sulfate salt	chebi:24840
Sulfate	mesh:D013431	Sulfates	inorganic sulfate salt	chebi:24840
Sulfate	mesh:D013431	Sulfates	inorganic sulfate salt	chebi:24840
Sulfite	mesh:D013447	Sulfites	sulfites	chebi:26823
Sulfate	mesh:D013431	Sulfates	inorganic sulfate salt	chebi:24840
Thiosulfate	mesh:D013885	NA	NA	NA
Taurine	mesh:D013654	Taurine	taurine	chebi:15891
CysC	mesh:C046557	NA	NA	NA
S-S	mesh:D013455	Sulfur	polysulfur	chebi:17909
CysH	mesh:C046557	NA	NA	NA
Sulfite	mesh:D013447	Sulfites	sulfites	chebi:26823
Sulfite	mesh:D013447	Sulfites	sulfites	chebi:26823
Sulfite	mesh:D013447	Sulfites	sulfites	chebi:26823
Sulfite	mesh:D013447	Sulfites	sulfites	chebi:26823
Thiosulfate	mesh:D013885	NA	NA	NA
CysJl	mesh:C046557	NA	NA	NA
Sulfide	mesh:D013440	NA	NA	NA
Sulfide	mesh:D013440	NA	NA	NA
