word	mesh	match	name	doid
Edema	mesh:D004487	NA	NA	NA
atrophy of cardiac muscle	mesh:D009133	NA	NA	NA
degeneration of neurons	mesh:D009410	NA	NA	NA
ataxia	mesh:D001259	NA	NA	NA
headache	mesh:D006261	NA	NA	NA
edema	mesh:D004487	NA	NA	NA
fibrosis	mesh:D005355	NA	NA	NA
Acute renal impairment	mesh:D058186	NA	NA	NA
Colon damage	mesh:D003108	NA	NA	NA
colitis	mesh:D003092	NA	NA	NA
ulcers	mesh:D014456	NA	NA	NA
Conjunctivitis	mesh:D003231	NA	NA	NA
epiphora	mesh:D007766	Lacrimal Apparatus Diseases	lacrimal apparatus disease	doid:1400
diarrhea	mesh:D003967	NA	NA	NA
SARS-CoV-2	mesh:C000657245	NA	NA	NA
COVID-19	mesh:C000657245	NA	NA	NA
