word	mesh	match	name	chebi
Dihydroneopterin triphosphate	mesh:C013490	NA	NA	NA
6-pyruvoyl-tetrahydropterin	mesh:C045652	NA	NA	NA
Primapterin	mesh:C056246	NA	NA	NA
5-HIAA	mesh:D006897	Hydroxyindoleacetic Acid	(5-hydroxyindol-3-yl)acetic acid	chebi:27823
L-dopa	mesh:D007980	Levodopa	L-dopa	chebi:15765
Phenylalanine Tyrosine Tryptophan	mesh:D010649	Phenylalanine	phenylalanine	chebi:28044
Pterin 4a-carbinolamine	mesh:D011622	Pterins	pterins	chebi:26375
5-HT	mesh:D012701	Serotonin	serotonin	chebi:28790
Phenylalanine Tyrosine Tryptophan	mesh:D014364	Tryptophan	L-tryptophan	chebi:16828
Phenylalanine Tyrosine Tryptophan	mesh:D014443	Tyrosine	L-tyrosine	chebi:17895
Tyrosine	mesh:D014443	Tyrosine	L-tyrosine	chebi:17895
Neopterin	mesh:D019798	Neopterin	neopterin	chebi:28670
