word	type	identifier
pentacyclic triterpenes	Chemical	MESH:D053978
saponins	Chemical	MESH:D012503
methylerythritol 4-phosphate	Chemical	MESH:C114232
oxalacetic acid	Chemical	MESH:D062907
omnithine lysine	Chemical	MESH:C114808
piperidine	Chemical	MESH:D010880
mevalonic acid	Chemical	MESH:D008798
sterols	Chemical	MESH:D013261
steroids	Chemical	MESH:D013256
squalene	Chemical	MESH:D013185
DMAPP	Chemical	MESH:C043060
fatty acids	Chemical	MESH:D005227
polyisopreny PP	Chemical	MESH:C466065
poly-3-ketoester	Chemical	MESH:C017937
tocopherols	Chemical	MESH:D024505
4-hydroxybenzoic acid	Chemical	MESH:C038193
flavonoids	Chemical	MESH:D005419
stilbenes	Chemical	MESH:D013267
diarylheptanoids	Chemical	MESH:D036381
anthraquinones	Chemical	MESH:D000880
aflatoxins	Chemical	MESH:D000348
CC	Chemical	MESH:D002996
shikimic acid	Chemical	MESH:D012765
phenylpyruvic acid	Chemical	MESH:C031606
phenylalanine	Chemical	MESH:C119108
chlorogenic acide	Chemical	MESH:D002726
H	Chemical	MESH:D006859
H	Chemical	MESH:D006859
OMe	Chemical	MESH:C091723
OMe	Chemical	MESH:C091723
coumarin	Chemical	MESH:C030123
tyrosine	Chemical	NA
2-amino-2-deoxy-sochorismic acid	Chemical	MESH:D000596
p-coumaric acid	Chemical	MESH:C032171
caffeic acid	Chemical	MESH:D002109
beralic acid	Chemical	MESH:D000596
sinapic acid	Chemical	MESH:C073734
anthranilic acid	Chemical	MESH:C031385
polarene	Chemical	NA
H	Chemical	MESH:D006859
H	Chemical	MESH:D006859
OMe	Chemical	MESH:C091723
tryptophane	Chemical	MESH:C436446
coumaryl alcohol	Chemical	MESH:C495469
coniferyl alcohol	Chemical	MESH:C010559
synapyl alcohol	Chemical	MESH:D000431
allylphenols	Chemical	MESH:C099328
propenylphenols	Chemical	MESH:C036643
