word	mesh	match	name	doid
Cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
Carcinoma	NA	carcinoma	carcinoma	DOID:305
Cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
Melanoma	NA	melanoma	melanoma	DOID:1909
Cancer	NA	cancer	cancer	DOID:162
Lung Cancer	NA	lung cancer	lung cancer	DOID:1324
Prostate Cancer	NA	prostate cancer	prostate cancer	DOID:10283
Colorectal Cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Liver Cancer	NA	liver cancer	liver cancer	DOID:3571
Renal cell Carcinoma	NA	renal cell carcinoma	renal cell carcinoma	DOID:4450
