word	source	identifier
4-coumaroyl	MESH	C058644
3-malonyl-CoA	MESH	D008316
Naringenin chalcone	MESH	C027329
CHI(2)	MESH	C084533
Naringenin	MESH	C005273
F3H(2)	MESH	D006859
F3H(2)	MESH	D006859
H(2)	MESH	D006859
Dihydroquercetin	MESH	C003377
Dihydrokaempferol	MESH	C080220
Dihydromyricetin	MESH	C472036
Quercetin	MESH	D011794
Kaempferol	MESH	D044949
Myricetin	MESH	C040015
Leucocyanidin	MESH	C001532
Leucopelargonidin	MESH	C087775
Leucodelphinidin	MESH	C031451
Catechin	MESH	D002392
Afzelechin	MESH	C510796
Cyanidin	MESH	C017154
Pelargonidin	MESH	C066957
Delphinidin	MESH	C017185
Epicatechin	MESH	D002392
Epiafzelechin	MESH	C120647
Epigallocatechin	MESH	C057580
Cyanidin-3-glycoside	MESH	C000597824
Pelargonidin-3-glycoside	MESH	C066957
Delphinidin-3- glycoside	MESH	C017185
