word	mesh	match	name	doid
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
Lymphoma	NA	lymphoma	lymphoma	DOID:0060058
Melanoma	NA	melanoma	melanoma	DOID:1909
cancer	NA	cancer	cancer	DOID:162
Lung cancer	NA	lung cancer	lung cancer	DOID:1324
Colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Breast cancer	NA	breast cancer	breast cancer	DOID:1612
Pancreatic cancer	NA	pancreatic cancer	pancreatic cancer	DOID:1793
Ovarian Melanoma	NA	ovarian melanoma	ovarian melanoma	DOID:0050928
