organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_synonym	count_match
10090	Mus musculus	Rodents	Rib	RIB	Prkar1b	19085	ncbigene_synonym	3	9	7
10090	Mus musculus	Rodents	M=C	MC	mc	17198	ncbigene_symbol	3	9	7
10090	Mus musculus	Rodents	PEP	PEP	Prep	19072	ncbigene_synonym	3	9	7
10090	Mus musculus	Rodents	PEP	PEP	Ptpn22	19260	ncbigene_synonym	3	9	7
10090	Mus musculus	Rodents	PEP	PEP	Fndc5	384061	ncbigene_synonym	3	9	7
10090	Mus musculus	Rodents	Lạc	LAC	Lct	226413	ncbigene_synonym	3	9	7
10090	Mus musculus	Rodents	Cit	CIT	Cit	12704	ncbigene_symbol	3	9	7
10090	Mus musculus	Rodents	Cit	CIT	Dhdds	67422	ncbigene_synonym	3	9	7
10090	Mus musculus	Rodents	Mal	MAL	Mal	17153	ncbigene_symbol	3	9	7
10090	Mus musculus	Rodents	Mal	MAL	Tirap	117149	ncbigene_synonym	3	9	7
10090	Mus musculus	Rodents	Mal	MAL	Mrtfa	223701	ncbigene_synonym	3	9	7
10090	Mus musculus	Rodents	TCA	TCA	Gnat2	14686	ncbigene_synonym	3	9	7
9606	Homo sapiens	Primates	PEP	PEP	PAEP	5047	ncbigene_synonym	2	11	8
9606	Homo sapiens	Primates	PEP	PEP	PREP	5550	ncbigene_synonym	2	11	8
9606	Homo sapiens	Primates	PEP	PEP	PTPN22	26191	ncbigene_synonym	2	11	8
9606	Homo sapiens	Primates	Lạc	LAC	LCT	3938	ncbigene_synonym	2	11	8
9606	Homo sapiens	Primates	Cit	CIT	CIT	11113	ncbigene_symbol	2	11	8
9606	Homo sapiens	Primates	Cit	CIT	DHDDS	79947	ncbigene_synonym	2	11	8
9606	Homo sapiens	Primates	Mal	MAL	MAL	4118	ncbigene_symbol	2	11	8
9606	Homo sapiens	Primates	Mal	MAL	MRTFA	57591	ncbigene_synonym	2	11	8
9606	Homo sapiens	Primates	Mal	MAL	TIRAP	114609	ncbigene_synonym	2	11	8
9606	Homo sapiens	Primates	Mal	MA1	PNMA1	9240	ncbigene_synonym	2	11	8
9606	Homo sapiens	Primates	Mal	MAI	GSTZ1	2954	ncbigene_synonym	2	11	8
9606	Homo sapiens	Primates	(ext)	EXT	EXT1	2131	ncbigene_synonym	2	11	8
9606	Homo sapiens	Primates	(ext)	EXT	EXTL1	2134	famplex_relations	2	11	8
9606	Homo sapiens	Primates	(ext)	EXT	EXTL2	2135	famplex_relations	2	11	8
9606	Homo sapiens	Primates	(ext)	EXT	EXTL3	2137	famplex_relations	2	11	8
9606	Homo sapiens	Primates	(ext)	EXT	EXT2	2132	famplex_relations	2	11	8
9606	Homo sapiens	Primates	(int)	INT	INTU	27152	ncbigene_synonym	2	11	8
7227	Drosophila melanogaster	Invertebrates	Rib	RIB	rib	44855	ncbigene_symbol	9	10	14
7227	Drosophila melanogaster	Invertebrates	M=C	MC	mc	48965	ncbigene_symbol	9	10	14
7227	Drosophila melanogaster	Invertebrates	PPP	PPP	amon	43215	ncbigene_synonym	9	10	14
7227	Drosophila melanogaster	Invertebrates	Glc	GLC	GluClalpha	42350	ncbigene_synonym	9	10	14
7227	Drosophila melanogaster	Invertebrates	Glc	GLC	betaGlu	43746	ncbigene_synonym	9	10	14
7227	Drosophila melanogaster	Invertebrates	G6P	G6P	G6P	33476	ncbigene_symbol	9	10	14
7227	Drosophila melanogaster	Invertebrates	PEP	PEP	Pep	45961	ncbigene_symbol	9	10	14
7227	Drosophila melanogaster	Invertebrates	PEP	PEP	bgcn	47873	ncbigene_synonym	9	10	14
7227	Drosophila melanogaster	Invertebrates	Pyr	PYR	pyr	36255	ncbigene_symbol	9	10	14
7227	Drosophila melanogaster	Invertebrates	Lạc	LAC	Lac	36363	ncbigene_symbol	9	10	14
7227	Drosophila melanogaster	Invertebrates	Lạc	LAC	lacquered	44521	ncbigene_synonym	9	10	14
7227	Drosophila melanogaster	Invertebrates	Cit	CIT	sti	39429	ncbigene_synonym	9	10	14
7227	Drosophila melanogaster	Invertebrates	Mal	MAL	mal	33045	ncbigene_symbol	9	10	14
7227	Drosophila melanogaster	Invertebrates	Mal	MAL	bs	37890	ncbigene_synonym	9	10	14
7227	Drosophila melanogaster	Invertebrates	Mal	MAL	Mrtf	38338	ncbigene_synonym	9	10	14
7227	Drosophila melanogaster	Invertebrates	Fum	FUM	Fum1	31605	ncbigene_synonym	9	10	14
7227	Drosophila melanogaster	Invertebrates	Suc	SUC	Suc	5656984	ncbigene_symbol	9	10	14
7227	Drosophila melanogaster	Invertebrates	(ext)	EXT	Ext	44283	ncbigene_symbol	9	10	14
7227	Drosophila melanogaster	Invertebrates	(int)	INT	up	32314	ncbigene_synonym	9	10	14
