word	mesh	match	name	doid
leukemia	NA	leukemia	leukemia	DOID:1240
leukemia	NA	leukemia	leukemia	DOID:1240
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
Hepatitis	NA	hepatitis	hepatitis	DOID:2237
atherosclerosis	NA	atherosclerosis	atherosclerosis	DOID:1936
syndrome	NA	syndrome	syndrome	DOID:225
cancer	NA	cancer	cancer	DOID:162
myeloid leukemia	NA	myeloid leukemia	myeloid leukemia	DOID:8692
Breast cancer	NA	breast cancer	breast cancer	DOID:1612
Colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Hepatitis B	NA	hepatitis B	hepatitis B	DOID:2043
Acute myeloid leukemia	NA	acute myeloid leukemia	acute myeloid leukemia	DOID:9119
