word	source	identifier
3,4P	MESH	D010695
CDP	MESH	D003565
inositol	MESH	D007294
inositol-3,4Sh	MESH	C095391
IDyinoitol		
1,2-Diacylglycenol	MESH	C508406
IDnyo-lnositol		
lacsitol-1,4P2 ID-myo-lacsital-4P	MESH	C039556
lnositol		
Inositol	MESH	D007294
myo-lnoeitol-3	MESH	C572459
aleitol		
XID-myo-Inositol	MESH	C572459
3,1phosphate 1-phosphate	MESH	D010710
42144 o 3712o-53130o-27192	MESH	D010100
dione Dgarionate	MESH	C024732
D-gluronate-6P	MESH	D010695
D-Ohrwonate O	MESH	D013481
Phytate	MESH	D010833
TCA	MESH	C000589078
Daydrooycetone		
Dichiro-inositol	MESH	D007294
Inositol-1,2,3,4	MESH	D007294
D-chiro-Inositol	MESH	D007294
