word	mesh	match	name	chebi
D-Ala-D-Ala	mesh:C002956	NA	NA	NA
Ramoplanin	mesh:C041438	Ramoplanin	ramoplanin	chebi:29670
Ala	mesh:D000409	Alanine	alanine	chebi:16449
D-Ala	mesh:D000409	Alanine	alanine	chebi:16449
L-Ala	mesh:D000409	Alanine	alanine	chebi:16449
Bacitracin	mesh:D001414	Bacitracin	bacitracin	chebi:28669
D-cycloserine	mesh:D003523	NA	NA	NA
Fosfomycin	mesh:D005578	Fosfomycin	fosfomycin	chebi:28915
Glutamine	mesh:D005973	Glutamine	glutamine	chebi:28300
B-lactam	mesh:D007769	Lactams	lactam	chebi:24995
Lys	mesh:D008239	Lysine	L-lysine	chebi:18019
Nisin	mesh:D009561	nisin	Nisin	chebi:71629
pyrophosphate	mesh:D011756	NA	NA	NA
UDP	mesh:D014530	Uridine Diphosphate	UDP	chebi:17659
UTP	mesh:D014544	Uridine Triphosphate	UTP	chebi:15713
