word	source	identifier
Glucose	MESH	D005947
Ascorbate	MESH	D001205
Phosphate	MESH	D010710
Porphyrin	MESH	D011166
chlorophyll	MESH	D002734
sucrose	MESH	D013395
glucuronate	MESH	D005965
Retinol	MESH	D014801
unsaturated fatty acids	MESH	D005231
Pentose phosphate	MESH	D010429
Fatty acid	MESH	D005227
Galactose	MESH	D005690
Histidine	MESH	C115717
Alanine	MESH	D000409
Fructose	MESH	D005632
mannose	MESH	D008358
Phenylalanine	MESH	C119108
Glycine	MESH	D005998
serine	MESH	C047902
threonine	MESH	C061951
D-Glucose	MESH	D005947
1-phosphate 1-phosphate	MESH	D010710
Uridine	MESH	D014529
diphosphate glucose	MESH	C016473
diphosphategalactose		
Pyrophosphate	MESH	D011756
5-monaphosphate	MESH	C068492
Lactose	MESH	D007785
Adenosine	MESH	D000241
5-dipiosphate	MESH	C068492
1-phosphate	MESH	D010710
friphosphate		
Phosphoric acid	MESH	D010756
diphosphate	MESH	D011756
OAdenosine		
5-diphosphate	MESH	D011756
Caproic	MESH	D002208
Coenzyme A	MESH	D003067
Fatty Acid	MESH	D005227
neonaphosphate		
OPyroghosphate		
ISHydroyteanoyl-CoA	MESH	C065987
3ydanbutyry-CoA	MESH	C065987
