word	source	identifier
Sugars	MESH	D002241
nucleosides	MESH	D009705
L-glutamate		
Trehalose	MESH	D014199
Glucose	MESH	D005947
UDP	MESH	D014530
Pyrimidine	MESH	C030986
Purine	MESH	D011687
Acetate	MESH	D000085
UDPG	MESH	D014532
CDP CDP	MESH	D003565
dGDP GDP	MESH	D006153
Folate	MESH	D005492
UTP	MESH	D014544
Glucosamine	MESH	D005944
GMP	MESH	C068152
ATP	MESH	D000255
ADP	MESH	D000244
Glucono-1,5lactone-6P	MESH	C106477
Gluconate-6P	MESH	D005942
AMP	MESH	D000249
dAMP	MESH	C119077
Ribulose	MESH	C100182
dUDP	MESH	D014530
Ribose	MESH	D012266
Glyceraldehyde-3-P	MESH	D005985
Phosphoenolpynuvale		
Pyruvate	MESH	D011773
Pentose-phosphate	MESH	D010429
Inositol	MESH	D007294
Amino acids	MESH	D000596
