word	mesh	match	name	doid
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
disease	NA	disease	disease	DOID:4
disease	NA	disease	disease	DOID:4
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
breast cancer	NA	breast cancer	breast cancer	DOID:1612
colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Huntingtons disease	NA	Huntington's disease	Huntington's disease	DOID:12858
Huntingtons disease	NA	Huntington's disease	Huntington's disease	DOID:12858
breast cancer	NA	breast cancer	breast cancer	DOID:1612
Breast cancer	NA	breast cancer	breast cancer	DOID:1612
breast cancer	NA	breast cancer	breast cancer	DOID:1612
breast cancer	NA	breast cancer	breast cancer	DOID:1612
Breast cancer	NA	breast cancer	breast cancer	DOID:1612
