word	mesh	match	name	chebi
cis-cis-Muconate	mesh:C005939	muconic acid	muconic acid	chebi:38407
Biphenyl	mesh:C010574	NA	NA	NA
Succinyl-CoA	mesh:C012046	NA	NA	NA
2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate	mesh:C018971	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	2-hydroxy-6-oxo-6-phenyl-2,4-hexadienoic acid	chebi:17820
4-hydroxy-2-oxovalerate	mesh:C018972	4-hydroxy-2-oxopentanoic acid	4-hydroxy-2-oxovalerate	chebi:17655
Catechol	mesh:C034221	NA	NA	NA
2,3-dihydroxy-benzoyl-CoA	mesh:C037817	benzoyl-CoA	benzoyl-coenzyme A	chebi:15515
Benzoyl-CoA	mesh:C037817	benzoyl-CoA	benzoyl-coenzyme A	chebi:15515
Muconolactone	mesh:C039879	NA	NA	NA
2,3-dihydro-2,3-dihydroxybiphenyl	mesh:C454813	biphenyl-2,3-diol	2,3-dihydroxybiphenyl	chebi:16205
2,3-dihydroxybiphenyl	mesh:C454813	biphenyl-2,3-diol	2,3-dihydroxybiphenyl	chebi:16205
Acetaldehyde	mesh:D000079	Acetaldehyde	acetaldehyde	chebi:15343
Benzoate	mesh:D001565	Benzoates	benzoates	chebi:22718
3,6-lactone	mesh:D007783	Lactones	lactone	chebi:25000
Pyruvate	mesh:D011773	NA	NA	NA
