word	source	identifier
vitamin B5	MESH	D025101
pantothenate	MESH	D010205
4-phosphopantetheine	MESH	C003129
adenosine-3,5	MESH	D000241
bisphosphate	MESH	C115960
Coenzyme A	MESH	D003067
Re	MESH	D012211
E Re	MESH	D012211
TCA	MESH	C000589078
glucose	MESH	D005947
malonic acid	MESH	C030290
acyl-carnitine	MESH	D002331
pyruvate	MESH	D011773
malonyl-CoA	MESH	D008316
acyl-CoA	MESH	D000214
ADP	MESH	D000244
malonyl	MESH	D008316
2E-enoyl-CoA	MESH	C530366
acetyl	MESH	C011632
3-keto-acyl	MESH	D000214
3S-hydroxyacyl-CoA	MESH	C483748
OAA	MESH	C000588452
3-hydroxy-acyl	MESH	D000214
3-ketoacyl-CoA	MESH	C065987
fumarate	MESH	D005650
trans-2-enoyl	MESH	C530366
(-2C)	MESH	C023714
succinate	MESH	D013386
citrate	MESH	C102006
acyl	MESH	D000214
succinyl-CoA	MESH	C012046
isocitrate	MESH	D007523
octanoyl	MESH	C034681
