word	mesh	match	name	doid
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
multiple sclerosis	NA	multiple sclerosis	multiple sclerosis	DOID:2377
colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
