word	source	identifier
Phosphoenolpyruvic acid	MESH	D000596
Erythrose-4-phosphate	MESH	C026959
Shikimic acid	MESH	D012765
Phenylalanine	MESH	C119108
Tyrosine		
Prephenic acid	MESH	C005550
ketoglutarate	MESH	C029743
Alpha-ketoglutarate	MESH	C029743
Phenylpyruvic acid	MESH	C031606
4-Hydroxyhenylpyruvic acid	MESH	C082768
Phenylacetaldehyde	MESH	C013192
4-Hydroxyphenylacetaldehyde	MESH	C097891
Phenylpyruvate	MESH	C031606
Phenylacetic acid	MESH	C025136
4-Hydroxyphenylacetic acid	MESH	C008070
Mandelic acid	MESH	C037938
4-Hydroxymandelic acid	MESH	C014600
Benzoylformic acid	MESH	C012482
4-Hydroxybenzoylformic acid	MESH	C030921
Benzaldehyde	MESH	D001547
4-Hydroxybenzaldehyde	MESH	C011483
Benzyl alcohol	MESH	D019905
Benzoic acid 4-Hydroxybenzyl alcohol 4-Hydroxybenzoic acid	MESH	C018966
3-Nekharrenyl-PP	MESH	C466065
Coenzyme Q	MESH	D014451
