word	mesh	match	name	doid
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
lung cancer	NA	lung cancer	lung cancer	DOID:1324
Prostate cancer	NA	prostate cancer	prostate cancer	DOID:10283
lung cancer	NA	lung cancer	lung cancer	DOID:1324
Prostate Cancer	NA	prostate cancer	prostate cancer	DOID:10283
multiple myeloma	NA	multiple myeloma	multiple myeloma	DOID:9538
Prostate Cancer	NA	prostate cancer	prostate cancer	DOID:10283
