word	mesh	match	name	doid
labor	mesh:D048949	NA	NA	NA
Malaria	mesh:D008288	NA	NA	NA
diabetic complications	mesh:D003925	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
Hae depression	mesh:D000275	Adjustment Disorders	adjustment disorder	doid:507
Prostate cancer	mesh:D011471	NA	NA	NA
Salmonella infection	mesh:D012480	Salmonella Infections	salmonellosis	doid:0060859
carcinogenesis	mesh:D063646	NA	NA	NA
cancer	mesh:D009369	NA	NA	NA
carcinoma	mesh:D002277	Carcinoma	spindle cell carcinoma	doid:4015
cancer	mesh:D009369	NA	NA	NA
Prostate cancer	mesh:D011471	NA	NA	NA
Pancreatic cancer	mesh:D010190	NA	NA	NA
